Report,Timeframe,Period,Type,Geography,Current Year Week Ending,ASP Current Year,Total Bulk and Bags,4046,4225,4770,TotalBagged,Sml Bagged,Lrg Bagged,X-Lrg Bagged,Unknown Bag Size
Category,Weekly,52,Conventional,5 Boroughs/New York City,2024/12/29,1.43359273,490978.3057,130578.4627,134329.3424,888.7237499,225181.7769,210019.2149,273.3641429,7.108206097,14882.08969
Category,Weekly,51,Conventional,5 Boroughs/New York City,2024/12/22,1.27390316,713935.7429,221640.3837,265847.8826,819.1722658,225628.3044,208802.2121,456.9758854,0,16369.11637
Category,Weekly,50,Conventional,5 Boroughs/New York City,2024/12/15,1.506576406,550221.7705,129720.8196,179565.5956,725.4670462,240209.8883,223276.3957,561.5734473,10.53907299,16361.38001
Category,Weekly,49,Conventional,5 Boroughs/New York City,2024/12/08,1.254862791,746156.7071,215649.9602,262754.8794,995.5032047,266756.3643,250487.6403,181.8258802,1061.906904,15024.99121
Category,Weekly,48,Conventional,5 Boroughs/New York City,2024/12/01,1.530011041,461329.1397,100758.1514,153397.7319,820.2299552,206353.0265,191783.7392,1238.698305,2331.309822,10999.27912
Category,Weekly,47,Conventional,5 Boroughs/New York City,2024/11/24,1.282114688,709798.9009,202065.2379,273419.4386,752.4540909,233561.7703,218146.6731,1921.646509,2012.821604,11480.62914
Category,Weekly,46,Conventional,5 Boroughs/New York City,2024/11/17,1.247399999,766502.7608,226761.143,288641.553,903.7858622,250196.2789,231447.4972,204.5074271,3078.73125,15465.54301
Category,Weekly,45,Conventional,5 Boroughs/New York City,2024/11/10,1.48696377,602520.5471,124195.6909,194834.5958,907.6652576,282582.5952,265250.2542,0,2188.655321,15143.68565
Category,Weekly,44,Conventional,5 Boroughs/New York City,2024/11/03,1.330885842,696367.9064,190938.4866,259816.2271,736.6755815,244876.5172,228067.7948,159.3082789,2127.635358,14521.77871
Category,Weekly,43,Conventional,5 Boroughs/New York City,2024/10/27,1.511987295,586242.2451,132594.8396,193210.2254,718.0301447,259719.1499,241769.4837,160.0035508,2692.908775,15096.75394
Category,Weekly,42,Conventional,5 Boroughs/New York City,2024/10/20,1.392023226,702087.6285,134970.2022,313965.8052,986.2554842,252165.3657,232571.7212,1851.371777,2987.636433,14754.63634
Category,Weekly,41,Conventional,5 Boroughs/New York City,2024/10/13,1.312168415,766288.2427,182476.5689,289531.8154,957.5213103,293322.3372,271179.7965,5159.329402,2477.86875,14505.34258
Category,Weekly,40,Conventional,5 Boroughs/New York City,2024/10/06,1.557866896,728695.5103,118091.5912,340482.8836,1373.719362,268747.3162,244851.5729,7117.139993,2759.00625,14019.59699
Category,Weekly,39,Conventional,5 Boroughs/New York City,2024/09/29,1.553474486,577581.1249,111467.0698,201388.3602,968.4004215,263757.2945,241756.8014,4935,3431.786096,13633.707
Category,Weekly,38,Conventional,5 Boroughs/New York City,2024/09/22,1.302796075,769465.4982,203119.0885,335885.1768,1045.784429,229415.4485,202832.5235,8778,3240.78236,14564.14269
Category,Weekly,37,Conventional,5 Boroughs/New York City,2024/09/15,1.536920477,606667.5026,137616.5089,237906.0168,1197.649868,229947.3271,201295.8124,10264.8,2846.35364,15540.36101
Category,Weekly,36,Conventional,5 Boroughs/New York City,2024/09/08,1.338373449,739469.2539,182984.9775,322475.4295,1252.334717,232756.5122,208608.1748,4650.496957,3198.304207,16299.53623
Category,Weekly,35,Conventional,5 Boroughs/New York City,2024/09/01,1.32882704,638243.7671,151136.6697,262983.6185,1106.056207,223017.4227,199791.734,6192.734006,1154.86875,15878.08597
Category,Weekly,34,Conventional,5 Boroughs/New York City,2024/08/25,1.33383608,639456.2622,124496.3091,321970.1147,498.4663553,192491.372,170892.8332,6312.102375,906.80625,14379.63017
Category,Weekly,33,Conventional,5 Boroughs/New York City,2024/08/18,1.235183123,722841.2631,180607.1873,336573.2252,326.6046717,205334.2459,186477.4352,4496.113989,1475.403979,12885.29278
Category,Weekly,32,Conventional,5 Boroughs/New York City,2024/08/11,1.459179391,574412.1162,106412.1911,247025.8717,360.1927733,220613.8606,199242.9559,5489.4,1312.686265,14568.8184
Category,Weekly,31,Conventional,5 Boroughs/New York City,2024/08/04,1.369032053,588960.1914,103295.7787,280991.4942,283.1666675,204389.7519,189076.8039,0,1338.211224,13974.73673
Category,Weekly,30,Conventional,5 Boroughs/New York City,2024/07/28,1.350548545,575133.7523,110547.3624,276874.1535,439.1854963,187273.0509,172127.5054,0,1018.403992,14127.14146
Category,Weekly,29,Conventional,5 Boroughs/New York City,2024/07/21,1.302813341,774766.8817,166745.9017,397426.8222,214.1693679,210379.9885,194283.0615,0,1343.368213,14753.55877
Category,Weekly,28,Conventional,5 Boroughs/New York City,2024/07/14,1.388447682,714272.9086,67749.79218,392187.3865,281.5403015,254054.1896,233926.7747,373.8,700.0875,19053.52736
Category,Weekly,27,Conventional,5 Boroughs/New York City,2024/07/07,1.464705771,607901.1412,58688.88532,319973.8604,235.6517857,229002.7437,199500.2565,12473.91502,452.025,16576.54719
Category,Weekly,26,Conventional,5 Boroughs/New York City,2024/06/30,1.416170243,628716.1305,51626.69016,363127.6421,386.3966474,213575.4016,176475.9787,19845.00647,1221.01875,16033.39763
Category,Weekly,25,Conventional,5 Boroughs/New York City,2024/06/23,1.445804453,607161.0241,54163.39915,319866.0443,428.0264612,232703.5541,201287.5538,14184.17784,642.20625,16589.61626
Category,Weekly,24,Conventional,5 Boroughs/New York City,2024/06/16,1.368153532,799011.4855,52855.01403,500850.9288,374.0236747,244931.519,209846.5327,15352.41903,0,19732.56725
Category,Weekly,23,Conventional,5 Boroughs/New York City,2024/06/09,1.423732775,709800.5598,47688.35073,378517.2329,332.8811218,283262.095,246172.4582,18063.07687,0,19026.55996
Category,Weekly,22,Conventional,5 Boroughs/New York City,2024/06/02,1.434649807,662534.3258,52513.09479,345506.9602,494.3826712,264019.8881,223737.9853,20868.54993,0,19413.35291
Category,Weekly,21,Conventional,5 Boroughs/New York City,2024/05/26,1.399088386,733947.6963,53038.88834,382642.3566,461.6853381,297804.766,259852.2937,18700.59578,0,19251.87653
Category,Weekly,20,Conventional,5 Boroughs/New York City,2024/05/19,1.428039733,695404.2711,58111.03378,366103.7503,460.8274042,270728.6596,226367.8219,26616.64475,0,17744.19296
Category,Weekly,19,Conventional,5 Boroughs/New York City,2024/05/12,1.333868018,860284.3394,68600.72176,503575.3536,378.0457262,287730.2183,233212.5887,34271.17596,0,20246.45365
Category,Weekly,18,Conventional,5 Boroughs/New York City,2024/05/05,1.28051549,856468.642,81816.66041,476457.6537,776.9790008,297417.3489,242622.0709,33790.631,0,21004.64698
Category,Weekly,17,Conventional,5 Boroughs/New York City,2024/04/28,1.325999956,733129.78,61367.80499,388358.1267,201.1292623,283202.7191,253995.8744,11596.55295,0,17610.29175
Category,Weekly,16,Conventional,5 Boroughs/New York City,2024/04/21,1.318511619,870016.9342,63489.76495,513061.3145,66.37489263,293399.4799,252666.7366,24068.10224,0,16664.64105
Category,Weekly,15,Conventional,5 Boroughs/New York City,2024/04/14,1.380475073,707593.6193,55509.2572,332725.6639,46.16790375,319312.5303,281696.5097,19846.16513,0,17769.85544
Category,Weekly,14,Conventional,5 Boroughs/New York City,2024/04/07,1.212940661,763359.7634,63459.50282,332709.1761,110.457264,367080.6273,338769.9714,12885.10267,0,15425.55317
Category,Weekly,13,Conventional,5 Boroughs/New York City,2024/03/31,1.355840529,661016.8501,71643.23925,302468.3956,141.335909,286763.8793,263217.5897,6658.997336,0,16887.29231
Category,Weekly,12,Conventional,5 Boroughs/New York City,2024/03/24,1.185766534,990669.6104,65292.8536,606705.6926,249.8858607,318421.1784,281621.2,20835.7094,0,15964.26894
Category,Weekly,11,Conventional,5 Boroughs/New York City,2024/03/17,1.36821389,699551.4827,57370.3463,341115.0988,109.4829717,300956.5547,265320.4785,19467.01184,0,16169.06435
Category,Weekly,10,Conventional,5 Boroughs/New York City,2024/03/10,1.369916007,660672.8241,52615.70985,309757.801,103.4389386,298195.8744,261306.2518,22162.07913,35.41461459,14692.1288
Category,Weekly,9,Conventional,5 Boroughs/New York City,2024/03/03,1.20143498,761527.8321,53265.74594,426690.5889,127.5443974,281443.9528,264247.6547,3011.050143,171.5576391,14013.69033
Category,Weekly,8,Conventional,5 Boroughs/New York City,2024/02/25,1.212190613,849214.1847,74353.06416,472875.9941,91.49683836,301893.6295,277297.9476,10399.09458,35.36798056,14161.2194
Category,Weekly,7,Conventional,5 Boroughs/New York City,2024/02/18,1.191904975,805186.2641,74787.69357,459260.9186,145.8917405,270991.7602,235576.926,21575.83672,0,13838.99743
Category,Weekly,6,Conventional,5 Boroughs/New York City,2024/02/11,1.284424301,962061.5001,125417.1004,566881.5567,203.1099642,269559.7331,237785.309,16851.04329,50.41849881,14872.9623
Category,Weekly,5,Conventional,5 Boroughs/New York City,2024/02/04,1.204637126,802155.8004,90421.51948,438144.7275,121.8285431,273467.7249,251568.2197,5930.345098,1368.589496,14600.57059
Category,Weekly,4,Conventional,5 Boroughs/New York City,2024/01/28,1.235381607,840093.1749,71710.0615,524960.5134,179.5230663,243243.0769,224871.0828,2273.972699,1844.358049,14253.66337
Category,Weekly,3,Conventional,5 Boroughs/New York City,2024/01/21,1.401611519,617688.6524,69112.56996,296956.9019,109.3790406,251509.8015,231162.9566,4522.630673,1298.19375,14526.02041
Category,Weekly,2,Conventional,5 Boroughs/New York City,2024/01/14,1.231647842,783304.2387,91415.42232,414814.7843,61.24896525,277012.7832,248178.2712,13882.23055,970.2,13982.08144
Category,Weekly,1,Conventional,5 Boroughs/New York City,2024/01/07,1.42392706,573447.1614,52002.58203,291856.3516,230.2180265,229358.0098,199800.8035,15397.40852,689.0625,13470.73528
Category,Weekly,52,Conventional,Albany,2024/12/29,1.007632706,125793.4586,52564.1946,42316.36128,261.7782893,30651.12447,25842.87292,3811.36875,0,996.8827951
Category,Weekly,51,Conventional,Albany,2024/12/22,0.947073647,151868.6878,62458.79952,59416.08589,230.0078437,29763.79458,24402.83474,4652.94375,0,708.0160973
Category,Weekly,50,Conventional,Albany,2024/12/15,1.001983824,137361.0961,54336.17751,45916.85043,270.8381452,36837.23007,32464.80505,3476.025,0,896.4000208
Category,Weekly,49,Conventional,Albany,2024/12/08,0.968781557,155273.1182,71437.28751,52300.91538,251.3888188,31283.52654,26405.39944,3973.85625,0,904.2708411
Category,Weekly,48,Conventional,Albany,2024/12/01,1.026432792,112917.1754,46790.5339,40030.44798,188.4257358,25907.76774,21909.02392,3519.3375,0,479.4063157
Category,Weekly,47,Conventional,Albany,2024/11/24,0.993687866,146479.0422,61901.36699,54284.76019,241.2298498,30051.68521,25270.466,4217.85,0,563.3692008
Category,Weekly,46,Conventional,Albany,2024/11/17,1.02184103,141969.0247,59856.34826,46364.54129,277.6491645,35470.48602,30316.95607,4323.24375,0,830.2861967
Category,Weekly,45,Conventional,Albany,2024/11/10,1.00096153,155292.7036,68252.75985,52272.79675,275.0902081,34492.05682,29570.38941,4077.4125,0,844.2549138
Category,Weekly,44,Conventional,Albany,2024/11/03,0.980929249,151675.1128,60444.57807,58145.8315,206.1450907,32878.5581,27645.86077,4486.25625,0,746.4410757
Category,Weekly,43,Conventional,Albany,2024/10/27,1.045208984,138385.2487,55586.20287,49507.59674,216.3232138,33075.12589,28971.4208,3303.95625,5.5125,794.2363385
Category,Weekly,42,Conventional,Albany,2024/10/20,0.997255357,146893.8953,52469.46848,56218.71112,182.937325,38022.77834,34396.38267,2884.74375,2.75625,738.8956695
Category,Weekly,41,Conventional,Albany,2024/10/13,1.066545002,141137.7398,49690.73883,50956.48698,130.8838922,40359.6301,35487.01234,4200.2625,2.75625,669.5990078
Category,Weekly,40,Conventional,Albany,2024/10/06,1.092008766,140157.3847,51653.19984,48195.47207,127.7285609,40180.98426,36383.91659,2846.15625,38.5875,912.3239265
Category,Weekly,39,Conventional,Albany,2024/09/29,1.050527214,137034.2246,47037.92029,55317.81286,227.2017441,34451.28966,30184.85225,3493.875,60.6375,711.9249093
Category,Weekly,38,Conventional,Albany,2024/09/22,1.09405927,129655.1545,44904.89393,43514.00196,210.779653,41025.47893,35794.53454,4376.53125,33.46875,820.944391
Category,Weekly,37,Conventional,Albany,2024/09/15,1.120016476,133082.9021,51341.98305,44735.07049,190.9402787,36814.90824,30465.01907,5453.7,0,896.1891726
Category,Weekly,36,Conventional,Albany,2024/09/08,1.184085626,123446.6057,45807.55983,43700.83478,274.4343759,33663.7767,27210.24935,4140.54375,33.46875,2279.514847
Category,Weekly,35,Conventional,Albany,2024/09/01,1.188958516,121813.0023,45265.56816,44218.92988,244.5052034,32083.99908,26876.56327,1773.7125,11.025,3422.698313
Category,Weekly,34,Conventional,Albany,2024/08/25,1.090731005,145642.3701,62629.68993,51283.75425,339.686097,31389.23978,26852.00822,1416.45,16.93125,3103.850303
Category,Weekly,33,Conventional,Albany,2024/08/18,0.985105807,146512.506,49314.21431,57473.79264,105.5074459,39618.99161,35003.41585,1342.75889,49.6125,3223.204377
Category,Weekly,32,Conventional,Albany,2024/08/11,0.979725072,160145.9832,57707.53093,52887.42821,69.15130993,49481.87272,44449.31116,1536.54375,163.40625,3332.611561
Category,Weekly,31,Conventional,Albany,2024/08/04,1.060574087,140886.51,50120.65498,52201.77841,339.4043348,38224.67228,32901.01824,1347.15,380.3625,3596.141532
Category,Weekly,30,Conventional,Albany,2024/07/28,1.078762018,136948.3234,54375.78612,54893.13509,278.2358059,27401.16634,22417.79884,1854.825,0,3128.542501
Category,Weekly,29,Conventional,Albany,2024/07/21,1.030495676,169074.88,62154.91503,77994.89491,224.2722243,28700.79779,23766.10591,1912.18125,8.26875,3014.24188
Category,Weekly,28,Conventional,Albany,2024/07/14,1.07853829,153204.9657,62284.08785,61890.5904,212.4070602,28817.88039,23393.30356,1798.125,36.61875,3589.833078
Category,Weekly,27,Conventional,Albany,2024/07/07,1.099751695,157086.7037,59092.84703,65849.02892,292.8763713,31851.95136,25925.34178,2608.340799,5.5125,3312.756281
Category,Weekly,26,Conventional,Albany,2024/06/30,1.133566911,159288.3683,60189.60293,70637.23228,144.8655492,28316.6675,22603.36562,2222.251513,22.05,3469.000369
Category,Weekly,25,Conventional,Albany,2024/06/23,1.118628071,150685.0658,48268.94733,65464.28803,267.6196758,36684.21077,31389.45874,2390.909625,434.30625,2469.536158
Category,Weekly,24,Conventional,Albany,2024/06/16,1.117059041,155866.0113,40757.2913,77652.12352,219.6959649,37236.90049,33948.08457,123.5967369,2258.15625,907.0629361
Category,Weekly,23,Conventional,Albany,2024/06/09,1.098073975,164423.191,41748.99688,82574.11248,196.0062541,39904.07538,36039.46747,621.8854404,2260.9125,981.8099652
Category,Weekly,22,Conventional,Albany,2024/06/02,1.095358271,160677.1345,38679.43348,80828.08992,306.7919567,40862.81916,36602.8787,1154.949571,2144.75625,960.2346308
Category,Weekly,21,Conventional,Albany,2024/05/26,1.099027597,157922.593,40721.60806,78520.01425,213.3188014,38467.65185,34155.58166,1380.272979,1901.8125,1029.984713
Category,Weekly,20,Conventional,Albany,2024/05/19,1.090007619,161601.0749,49087.83813,77244.30175,198.5035884,35070.43139,32200.04521,4.703569522,2079,786.6826095
Category,Weekly,19,Conventional,Albany,2024/05/12,1.069369808,159653.9839,40379.7396,78728.29104,360.5709511,40185.38234,36828.36841,69.97522983,2330.60625,956.4324478
Category,Weekly,18,Conventional,Albany,2024/05/05,0.987197904,198104.606,60278.61426,98963.19645,173.9982154,38688.79709,34237.79128,959.6068273,2475.9,1015.498985
Category,Weekly,17,Conventional,Albany,2024/04/28,1.089369421,152941.9804,37556.79017,72346.14927,97.04487282,42941.99614,37100.95546,2591.901119,2324.7,924.4395611
Category,Weekly,16,Conventional,Albany,2024/04/21,1.015164011,164043.2483,38023.72104,80692.79325,153.8320534,45172.90199,42016.55112,431.6380363,1880.55,844.1628312
Category,Weekly,15,Conventional,Albany,2024/04/14,1.066867598,151963.3132,39353.08497,70972.01676,139.7423272,41498.46915,38171.38631,7.428427576,2321.55,998.1044167
Category,Weekly,14,Conventional,Albany,2024/04/07,1.018859445,142930.0784,32104.91289,61148.55259,206.0299975,49470.58294,46531.12461,5.583482529,2312.1,621.7748447
Category,Weekly,13,Conventional,Albany,2024/03/31,1.099794256,143326.4604,38683.0391,63370.8272,74.91984495,41197.67431,38191.747,46.11582874,2097.9,861.9114768
Category,Weekly,12,Conventional,Albany,2024/03/24,1.007297095,153988.8007,46511.1813,71735.83961,309.0817096,35432.69807,31676.12574,716.4845818,2179.8,860.2877465
Category,Weekly,11,Conventional,Albany,2024/03/17,1.080884633,139027.1176,36654.41631,61996.26751,421.5458241,39954.88796,36516.4855,745.6053359,1842.35625,850.4408753
Category,Weekly,10,Conventional,Albany,2024/03/10,1.055133772,142825.7665,35387.32433,63223.58948,31.96321172,44182.8895,40918.86931,27.74498204,2305.8,930.4752041
Category,Weekly,9,Conventional,Albany,2024/03/03,0.922032488,168255.8251,48231.41562,78918.95847,7.756831382,41097.69421,36440.47812,2043.40147,1719.9,893.9146194
Category,Weekly,8,Conventional,Albany,2024/02/25,1.015163557,137717.8407,38194.36781,61473.44793,2.834999925,38047.18996,34919.32834,537.1937901,1704.15,886.5178339
Category,Weekly,7,Conventional,Albany,2024/02/18,0.951290518,140186.4941,37539.23201,68535.36857,14.48999995,34097.40348,31011.64897,540.6128736,1663.2,881.9416407
Category,Weekly,6,Conventional,Albany,2024/02/11,0.915477149,184576.6553,59832.89839,85193.40153,26.11471649,39524.2407,35276.2155,1322.940307,1946.7,978.3848906
Category,Weekly,5,Conventional,Albany,2024/02/04,0.976343259,150049.751,45524.37383,67481.2081,5.6700001,37038.49907,32073.25452,2433.143694,1719.9,812.2008588
Category,Weekly,4,Conventional,Albany,2024/01/28,0.978383393,142652.7966,33395.66957,63212.88561,7.559999925,46036.68143,41102.85055,2614.618216,1458.45,860.7626611
Category,Weekly,3,Conventional,Albany,2024/01/21,0.943800135,162697.924,45851.00394,81622.23342,2.83500005,35221.85161,31654.53925,968.0603446,1841.9625,757.2895108
Category,Weekly,2,Conventional,Albany,2024/01/14,0.952762175,134931.4611,40931.19111,61648.20999,7.6650002,32344.39502,29295.37683,464.4741322,1757.7,826.844058
Category,Weekly,1,Conventional,Albany,2024/01/07,0.935726278,163129.9466,38670.40135,83604.31869,21.61414914,40833.61246,35653.29379,2233.094791,2000.25,946.9738729
Category,Weekly,52,Conventional,Atlanta,2024/12/29,1.262292645,817423.501,388002.0344,97338.18144,45.74335698,332037.5418,227048.7594,72098.5125,8793.872338,24096.39753
Category,Weekly,51,Conventional,Atlanta,2024/12/22,1.317812173,818423.0388,410924.687,83546.04544,27.55679315,323924.7495,222272.5341,85421.175,1271.916036,14959.12438
Category,Weekly,50,Conventional,Atlanta,2024/12/15,1.269097624,868917.0987,424775.7463,97968.75545,17.77277861,346154.8242,281051.633,46521.0375,561.09375,18021.05994
Category,Weekly,49,Conventional,Atlanta,2024/12/08,1.294887974,890431.3367,446731.9185,98085.17701,16.11122172,345598.13,288834.7,37946.2125,1417.89375,17399.32372
Category,Weekly,48,Conventional,Atlanta,2024/12/01,1.267455127,784070.0226,403288.0221,79166.67413,28.3733752,301586.9531,227490.3146,46604.775,2080.96875,25410.89469
Category,Weekly,47,Conventional,Atlanta,2024/11/24,1.231802053,882949.115,438019.1567,88479.87736,42.44091694,356407.64,265738.7392,71810.55,2660.175,16198.17582
Category,Weekly,46,Conventional,Atlanta,2024/11/17,1.232096148,943306.7423,497810.1652,90985.31857,25.76652692,354485.492,250170.2829,77775.46875,1995.91875,24543.82155
Category,Weekly,45,Conventional,Atlanta,2024/11/10,1.219969659,986168.2452,507717.2045,92032.87648,26.95299767,386391.2112,287551.815,76777.05,2337.3,19725.04623
Category,Weekly,44,Conventional,Atlanta,2024/11/03,1.232294922,998409.2508,505396.7922,110421.6229,29.14099357,382561.6948,286206.7829,79086.91875,1951.81875,15316.17443
Category,Weekly,43,Conventional,Atlanta,2024/10/27,1.222577198,967962.6196,519401.4452,80778.6532,45.56670479,367736.9545,268523.8078,69899.2875,2219.175,27094.6842
Category,Weekly,42,Conventional,Atlanta,2024/10/20,1.239350677,985905.3788,509425.4644,115915.8162,52.50695114,360511.5913,270674.0374,75639.1125,2017.96875,12180.47264
Category,Weekly,41,Conventional,Atlanta,2024/10/13,1.254746474,1009425.591,494592.7345,143998.639,43.53156399,370790.6862,291345.8839,72018.31875,2780.24161,4646.24192
Category,Weekly,40,Conventional,Atlanta,2024/10/06,1.265535551,1042246.084,504125.6454,135132.2469,54.97684962,402933.2148,281900.4588,114968.4375,2300.614153,3763.704364
Category,Weekly,39,Conventional,Atlanta,2024/09/29,1.240033597,1097853.327,549557.7336,132262.5016,49.5761499,415983.5157,314911.9543,91667.8875,4598.40451,4805.26943
Category,Weekly,38,Conventional,Atlanta,2024/09/22,1.18647778,1000501.598,576835.3277,61448.95451,45.85567336,362171.4605,274828.7479,79508.1,3974.701598,3859.910987
Category,Weekly,37,Conventional,Atlanta,2024/09/15,1.177196947,1002100.949,494628.459,100902.1734,48.93444358,406521.3826,300387.5823,98127.61875,3734.71875,4271.462876
Category,Weekly,36,Conventional,Atlanta,2024/09/08,1.24010451,938105.3535,458730.5759,71888.85528,45.30322071,407440.6191,320480.5974,78766.275,3922.14375,4271.602964
Category,Weekly,35,Conventional,Atlanta,2024/09/01,1.265423868,919396.1781,463409.3425,70729.09944,28.59358564,385229.1426,289115.6211,89039.475,2403.84375,4670.202794
Category,Weekly,34,Conventional,Atlanta,2024/08/25,1.227213156,970706.2938,471460.2324,106307.8997,30.78185852,392907.3798,293455.7717,91413.525,3092.5125,4945.570611
Category,Weekly,33,Conventional,Atlanta,2024/08/18,1.264553315,999997.8612,457846.0009,128742.6156,70.68088374,413338.5638,286945.3378,118731.3652,2660.175,5001.685736
Category,Weekly,32,Conventional,Atlanta,2024/08/11,1.178065375,1006049.992,460747.833,91665.09282,109.9526639,453527.114,342472.2965,103110.525,3666.20625,4278.086305
Category,Weekly,31,Conventional,Atlanta,2024/08/04,1.1674463,995069.3508,450664.8888,101483.0512,142.4046894,442779.0061,319442.3297,105337.575,12416.90625,5582.195105
Category,Weekly,30,Conventional,Atlanta,2024/07/28,1.211048358,982797.2999,438941.4255,122075.8608,77.96006773,421702.0535,322894.7628,85916.11875,8507.3625,4383.809404
Category,Weekly,29,Conventional,Atlanta,2024/07/21,1.141001304,981785.602,402000.2339,122415.8825,12.63814119,457356.8474,360291.3559,89313.42131,3285.84375,4466.226511
Category,Weekly,28,Conventional,Atlanta,2024/07/14,1.299795755,992113.0045,420168.5743,126165.6281,40.85898744,445737.9432,299688.6675,138382.2563,2535.75,5131.269423
Category,Weekly,27,Conventional,Atlanta,2024/07/07,1.427731534,934170.337,474112.651,137483.2435,47.01393893,322527.4286,227382.3833,87463.71898,2756.25,4925.076296
Category,Weekly,26,Conventional,Atlanta,2024/06/30,1.334461202,955920.5266,476918.4951,110753.0474,84.47064476,368164.5135,306661.6596,54190.87521,2788.93125,4523.047367
Category,Weekly,25,Conventional,Atlanta,2024/06/23,1.264983734,934392.5269,489549.2871,77009.46813,15.49103959,367818.2807,274909.46,87506.71975,761.5125,4640.588397
Category,Weekly,24,Conventional,Atlanta,2024/06/16,1.260828984,955437.1179,484019.1912,73020.10982,33.6196789,398364.1972,309092.8543,83963.90948,192.9375,5114.495983
Category,Weekly,23,Conventional,Atlanta,2024/06/09,1.246255294,970417.4661,491529.7492,68990.08404,51.65816058,409845.9746,333222.821,72005.01248,184.66875,4433.472391
Category,Weekly,22,Conventional,Atlanta,2024/06/02,1.255950184,960643.3729,504468.8624,65727.62546,89.02417745,390357.8609,328553.8448,57121.797,187.0785331,4495.140511
Category,Weekly,21,Conventional,Atlanta,2024/05/26,1.254653083,965969.3172,503812.5118,72774.15881,143.5121666,389239.1344,323051.8586,61275.69118,200.8125,4710.772092
Category,Weekly,20,Conventional,Atlanta,2024/05/19,1.268862833,957348.4753,510790.892,75520.25016,70.26496529,370967.0682,292102.8261,74104.54991,170.1,4589.592238
Category,Weekly,19,Conventional,Atlanta,2024/05/12,1.207226844,1022505.013,511163.9286,142489.2587,50.41720065,368801.4085,276163.5243,88602.13356,71.6625,3964.088138
Category,Weekly,18,Conventional,Atlanta,2024/05/05,1.080855581,1279179.827,679321.4889,216786.8431,106.4733961,382965.0219,270844.2407,107828.2215,118.51875,4174.040979
Category,Weekly,17,Conventional,Atlanta,2024/04/28,1.227009167,1080980.21,525838.9251,166268.3029,70.36210915,388802.6203,300238.9325,84074.29588,126,4363.391932
Category,Weekly,16,Conventional,Atlanta,2024/04/21,1.175487844,1116865.575,532217.6784,179539.2643,95.58243872,405013.0503,316428.8257,84237.61163,102.375,4244.238048
Category,Weekly,15,Conventional,Atlanta,2024/04/14,1.104929574,1105002.352,560370.0597,143123.2639,89.83329001,401419.1947,312072.1276,84007.65676,303.1875,5036.222792
Category,Weekly,14,Conventional,Atlanta,2024/04/07,1.081034973,1063285.219,580719.08,56961.57264,34.58994021,425569.9763,340740.7452,80664.27793,69.25797904,4095.695247
Category,Weekly,13,Conventional,Atlanta,2024/03/31,1.048322397,1000418.238,569412.4564,59274.53078,30.6732938,371700.5779,295591.8555,70890.43541,183.6296783,5034.657344
Category,Weekly,12,Conventional,Atlanta,2024/03/24,1.006522488,1127943.16,638841.8238,49672.42602,66.93715738,439361.9731,347086.0549,85900.01694,774.5463821,5601.354873
Category,Weekly,11,Conventional,Atlanta,2024/03/17,1.016378396,1106780.51,628434.475,52410.8668,24.09612939,425911.0722,333615.8994,87547.72131,767.8669946,3979.584513
Category,Weekly,10,Conventional,Atlanta,2024/03/10,0.999841988,1122034.212,621671.1263,66837.59398,42.46157023,433483.0299,340611.2009,83458.11651,4396.401277,5017.311256
Category,Weekly,9,Conventional,Atlanta,2024/03/03,0.989006114,1104797.533,602485.983,51874.19967,41.65839987,450395.6919,334752.7839,89696.45342,21121.80941,4824.645196
Category,Weekly,8,Conventional,Atlanta,2024/02/25,1.015869688,1090226.814,617013.6046,49175.42972,24.12173048,424013.6584,320807.6201,57450.97546,40764.52815,4990.53462
Category,Weekly,7,Conventional,Atlanta,2024/02/18,1.01935349,1018171.743,571622.0313,56813.92647,24.95602464,389710.8288,287383.534,67418.78343,29530.21557,5378.295751
Category,Weekly,6,Conventional,Atlanta,2024/02/11,0.940499341,1224769.737,726686.4742,81234.41894,31.42218866,416817.4213,306333.0631,82496.67309,23068.53882,4919.14632
Category,Weekly,5,Conventional,Atlanta,2024/02/04,0.932139305,1134583.393,675504.1516,64687.62161,37.191907,394354.428,329938.8687,56177.97939,3481.5375,4756.042389
Category,Weekly,4,Conventional,Atlanta,2024/01/28,0.954427627,1064807.591,646968.181,54615.04035,66.65291304,363157.7171,285849.1315,68883.09905,3153.54375,5271.94279
Category,Weekly,3,Conventional,Atlanta,2024/01/21,0.947051622,1081151.856,614648.3765,67866.11955,80.77377775,398556.5866,310118.2174,80021.38521,3833.94375,4583.040259
Category,Weekly,2,Conventional,Atlanta,2024/01/14,0.986450078,1041455.026,609931.6779,66322.98339,28.54267368,365171.8224,303736.4288,53890.77858,2723.175,4821.440054
Category,Weekly,1,Conventional,Atlanta,2024/01/07,0.958665598,994989.8801,529729.5538,113673.3665,54.6836522,351532.2761,268916.1355,74752.95562,2739.7125,5123.472528
Category,Weekly,52,Conventional,Baltimore/Washington,2024/12/29,1.162307402,1423018.212,544635.4037,128577.9197,1734.624651,748070.2637,679280.8664,35625.46524,2739.672811,30424.2592
Category,Weekly,51,Conventional,Baltimore/Washington,2024/12/22,1.233945121,1472122.315,530160.7651,135623.971,1699.240201,804638.3383,726968.6238,41237.15258,3813.854707,32618.70723
